Sheet Name,Filename,Filepath
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3900_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Fund 0106 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0106 Journal Entries$'
LS-Fund 3340 Journal Entrie,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3340 Journal Entrie$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Version Changes$'
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3930_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Fund 0001 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0001 Journal Entries$'
LS-Fund 0193 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0193 Journal Entries$'
LS-Fund 0306 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0306 Journal Entries$'
LS-Fund 0439 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0439 Journal Entries$'
LS-Fund 3058 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3058 Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Fund 0014 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0014 Journal Entries$'
LS-Fund 0557 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 0557 Journal Entries$'
LS-Fund 3084 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund 3084 Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_3960_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
